"ID","時間","類型","描述","模組","IP位址","結果","風險等級","使用者ID","使用者名稱","使用者信箱","詳細資料"
"219","2025-08-26 11:06:21","system_shutdown","系統事件: system_shutdown","system","172.19.0.1","成功","極低","","系統","",""
"214","2025-08-26 11:05:50","system_startup","系統事件: system_startup","system","172.19.0.1","成功","極低","","系統","",""
"215","2025-08-26 11:05:50","view_activity_export","執行操作: view_activity_export","","172.19.0.1","成功","極低","","系統","",""
"216","2025-08-26 11:05:50","system_shutdown","系統事件: system_shutdown","system","172.19.0.1","成功","極低","","系統","",""
"210","2025-08-26 11:05:10","system_startup","系統事件: system_startup","system","172.19.0.1","成功","極低","","系統","",""
"211","2025-08-26 11:05:10","view_activity_export","執行操作: view_activity_export","","172.19.0.1","成功","極低","","系統","",""
"212","2025-08-26 11:05:10","server_error","HTTP 錯誤：500 - GET admin/activities/export","security","172.19.0.1","警告","低","","系統","",""
"213","2025-08-26 11:05:10","system_shutdown","系統事件: system_shutdown","system","172.19.0.1","成功","極低","","系統","",""
"206","2025-08-26 11:04:22","system_startup","系統事件: system_startup","system","172.19.0.1","成功","極低","","系統","",""
"207","2025-08-26 11:04:22","system_shutdown","系統事件: system_shutdown","system","172.19.0.1","成功","極低","","系統","",""
"208","2025-08-26 11:04:22","system_startup","系統事件: system_startup","system","172.19.0.1","成功","極低","","系統","",""
"209","2025-08-26 11:04:22","system_shutdown","系統事件: system_shutdown","system","172.19.0.1","成功","極低","","系統","",""
"205","2025-08-26 11:01:41","system_shutdown","系統事件: system_shutdown","system","172.19.0.1","成功","極低","","系統","",""
"203","2025-08-26 11:01:40","system_startup","系統事件: system_startup","system","172.19.0.1","成功","極低","","系統","",""
"204","2025-08-26 11:01:40","security_monitor_access","管理員存取安全事件監控頁面","security","172.19.0.1","警告","低","","系統","",""
"202","2025-08-26 11:01:34","job_failed","系統事件: job_failed","system","127.0.0.1","成功","極低","","系統","",""
"197","2025-08-26 11:01:30","user_login","使用者登入系統","auth","172.19.0.1","成功","低","2","系統管理員","admin@example.com","{""success"":true,""session_id"":""HsjF************************************"",""remember_me"":false,""login_method"":""username_password""}"
"198","2025-08-26 11:01:30","system_shutdown","系統事件: system_shutdown","system","172.19.0.1","成功","極低","","系統","",""
"199","2025-08-26 11:01:30","system_startup","系統事件: system_startup","system","172.19.0.1","成功","極低","","系統","",""
"200","2025-08-26 11:01:30","security_monitor_access","管理員存取安全事件監控頁面","security","172.19.0.1","警告","低","","系統","",""
"201","2025-08-26 11:01:30","system_shutdown","系統事件: system_shutdown","system","172.19.0.1","成功","極低","","系統","",""
"196","2025-08-26 11:01:29","system_startup","系統事件: system_startup","system","172.19.0.1","成功","極低","","系統","",""
"194","2025-08-26 11:01:25","system_startup","系統事件: system_startup","system","172.19.0.1","成功","極低","","系統","",""
"195","2025-08-26 11:01:25","system_shutdown","系統事件: system_shutdown","system","172.19.0.1","成功","極低","","系統","",""
"190","2025-08-26 11:00:49","system_startup","系統事件: system_startup","system","172.19.0.1","成功","極低","","系統","",""
"191","2025-08-26 11:00:49","view_activity_export","執行操作: view_activity_export","","172.19.0.1","成功","極低","","系統","",""
"192","2025-08-26 11:00:49","server_error","HTTP 錯誤：500 - GET admin/activities/export","security","172.19.0.1","警告","低","","系統","",""
"193","2025-08-26 11:00:49","system_shutdown","系統事件: system_shutdown","system","172.19.0.1","成功","極低","","系統","",""
"188","2025-08-26 11:00:24","system_startup","系統事件: system_startup","system","172.19.0.1","成功","極低","","系統","",""
"189","2025-08-26 11:00:24","system_shutdown","系統事件: system_shutdown","system","172.19.0.1","成功","極低","","系統","",""
"184","2025-08-26 10:58:34","system_startup","系統事件: system_startup","system","172.19.0.1","成功","極低","","系統","",""
"185","2025-08-26 10:58:34","view_activity_export","執行操作: view_activity_export","","172.19.0.1","成功","極低","","系統","",""
"186","2025-08-26 10:58:34","server_error","HTTP 錯誤：500 - GET admin/activities/export","security","172.19.0.1","警告","低","","系統","",""
"187","2025-08-26 10:58:34","system_shutdown","系統事件: system_shutdown","system","172.19.0.1","成功","極低","","系統","",""
"182","2025-08-26 10:58:30","view_activity_monitor","執行操作: view_activity_monitor","","172.19.0.1","成功","極低","","系統","",""
"183","2025-08-26 10:58:30","system_shutdown","系統事件: system_shutdown","system","172.19.0.1","成功","極低","","系統","",""
"181","2025-08-26 10:58:29","system_startup","系統事件: system_startup","system","172.19.0.1","成功","極低","","系統","",""
"177","2025-08-26 10:58:28","system_startup","系統事件: system_startup","system","172.19.0.1","成功","極低","","系統","",""
"178","2025-08-26 10:58:28","view_activity_export","執行操作: view_activity_export","","172.19.0.1","成功","極低","","系統","",""
"179","2025-08-26 10:58:28","server_error","HTTP 錯誤：500 - GET admin/activities/export","security","172.19.0.1","警告","低","","系統","",""
"180","2025-08-26 10:58:28","system_shutdown","系統事件: system_shutdown","system","172.19.0.1","成功","極低","","系統","",""
"174","2025-08-26 10:55:40","view_activity_export","執行操作: view_activity_export","","172.19.0.1","成功","極低","","系統","",""
"175","2025-08-26 10:55:40","server_error","HTTP 錯誤：500 - GET admin/activities/export","security","172.19.0.1","警告","低","","系統","",""
"176","2025-08-26 10:55:40","system_shutdown","系統事件: system_shutdown","system","172.19.0.1","成功","極低","","系統","",""
"171","2025-08-26 10:55:39","view_activity_monitor","執行操作: view_activity_monitor","","172.19.0.1","成功","極低","","系統","",""
